variable,value,lms_period
AIYL,29.4,2001-03-01
AIYS,17.6,2001-03-01
AIYT,14.2,2001-03-01
AIYU,14.5,2001-03-01
AIYX,7.9,2001-03-01
AIZA,21.5,2001-03-01
AIZD,54.7,2001-03-01
JN5R,6354.0,2001-03-01
JN62,2352.0,2001-03-01
JN69,396.0,2001-03-01
JN6A,3605.0,2001-03-01
JN6B,4001.0,2001-03-01
JN6E,2043.0,2001-03-01
JN6H,1959.0,2001-03-01
LF2Q,5.1,2001-03-01
LF2S,23.4,2001-03-01
MGUQ,3955.0,2001-03-01
MGVF,531.0,2001-03-01
MGVU,1867.0,2001-03-01
MGWY,11.8,2001-03-01
YBVH,147.0,2001-03-01
YBVN,384.0,2001-03-01
YBXG,14.0,2001-03-01
YBXJ,9.0,2001-03-01
YBXM,5.9,2001-03-01
YBXV,55.0,2001-03-01
YBXY,56.0,2001-03-01
YBYB,14.5,2001-03-01
AGNH,257.0,2001-04-01
AGNI,2775.0,2001-04-01
AGNJ,3032.0,2001-04-01
AGNM,1652.0,2001-04-01
AGNP,1380.0,2001-04-01
AGNT,940.0,2001-04-01
AGOJ,80.0,2001-04-01
AGOK,312.0,2001-04-01
AGOL,392.0,2001-04-01
AGOO,239.0,2001-04-01
AGOR,152.0,2001-04-01
AGOU,129.0,2001-04-01
AGPK,69.0,2001-04-01
AGPL,506.0,2001-04-01
AGPM,576.0,2001-04-01
AGPP,158.0,2001-04-01
AGPS,418.0,2001-04-01
AGPV,1295.0,2001-04-01
AIVZ,62.4,2001-04-01
AIWG,63.4,2001-04-01
AIWH,77.2,2001-04-01
AIWI,75.8,2001-04-01
AIWL,80.6,2001-04-01
AIWX,70.8,2001-04-01
AIXB,39.8,2001-04-01
AIXR,23.6,2001-04-01
AIXS,10.1,2001-04-01
AIXT,11.4,2001-04-01
AIXW,12.7,2001-04-01
AIXZ,9.9,2001-04-01
AIYC,12.1,2001-04-01
AIYL,29.4,2001-04-01
AIYS,17.0,2001-04-01
AIYT,14.1,2001-04-01
AIYU,14.4,2001-04-01
AIYX,7.7,2001-04-01
AIZA,21.4,2001-04-01
AIZD,54.8,2001-04-01
JN5R,6363.0,2001-04-01
JN62,2364.0,2001-04-01
JN69,406.0,2001-04-01
JN6A,3593.0,2001-04-01
JN6B,3999.0,2001-04-01
JN6E,2049.0,2001-04-01
JN6H,1950.0,2001-04-01
LF2Q,5.0,2001-04-01
LF2S,23.5,2001-04-01
MGUQ,3972.0,2001-04-01
MGVF,521.0,2001-04-01
MGVU,1870.0,2001-04-01
MGWY,11.6,2001-04-01
YBVH,147.0,2001-04-01
YBVN,374.0,2001-04-01
YBXG,15.0,2001-04-01
YBXJ,10.0,2001-04-01
YBXM,6.7,2001-04-01
YBXV,50.0,2001-04-01
YBXY,55.0,2001-04-01
YBYB,14.7,2001-04-01
AGNH,247.0,2001-05-01
AGNI,2796.0,2001-05-01
AGNJ,3044.0,2001-05-01
AGNM,1654.0,2001-05-01
AGNP,1390.0,2001-05-01
AGNT,952.0,2001-05-01
AGOJ,79.0,2001-05-01
AGOK,314.0,2001-05-01
AGOL,393.0,2001-05-01
AGOO,242.0,2001-05-01
AGOR,151.0,2001-05-01
AGOU,134.0,2001-05-01
AGPK,72.0,2001-05-01
AGPL,491.0,2001-05-01
AGPM,563.0,2001-05-01
AGPP,151.0,2001-05-01
AGPS,412.0,2001-05-01
AGPV,1287.0,2001-05-01
AIVZ,62.7,2001-05-01
AIWG,62.1,2001-05-01
AIWH,77.6,2001-05-01
AIWI,76.1,2001-05-01
AIWL,80.8,2001-05-01
AIWX,71.1,2001-05-01
AIXB,40.1,2001-05-01
AIXR,24.3,2001-05-01
AIXS,10.1,2001-05-01
AIXT,11.4,2001-05-01
AIXW,12.8,2001-05-01
AIXZ,9.8,2001-05-01
AIYC,12.4,2001-05-01
AIYL,29.0,2001-05-01
AIYS,18.0,2001-05-01
AIYT,13.6,2001-05-01
AIYU,14.1,2001-05-01
AIYX,7.4,2001-05-01
AIZA,21.1,2001-05-01
AIZD,54.2,2001-05-01
JN5R,6373.0,2001-05-01
JN62,2373.0,2001-05-01
JN69,399.0,2001-05-01
JN6A,3601.0,2001-05-01
JN6B,4000.0,2001-05-01
JN6E,2046.0,2001-05-01
JN6H,1954.0,2001-05-01
LF2Q,5.1,2001-05-01
LF2S,23.4,2001-05-01
MGUQ,3996.0,2001-05-01
MGVF,527.0,2001-05-01
MGVU,1850.0,2001-05-01
MGWY,11.7,2001-05-01
YBVH,153.0,2001-05-01
YBVN,374.0,2001-05-01
YBXG,16.0,2001-05-01
YBXJ,10.0,2001-05-01
YBXM,6.5,2001-05-01
YBXV,48.0,2001-05-01
YBXY,54.0,2001-05-01
YBYB,14.5,2001-05-01
AGNH,243.0,2001-06-01
AGNI,2797.0,2001-06-01
AGNJ,3040.0,2001-06-01
AGNM,1654.0,2001-06-01
AGNP,1386.0,2001-06-01
AGNT,954.0,2001-06-01
AGOJ,81.0,2001-06-01
AGOK,305.0,2001-06-01
AGOL,386.0,2001-06-01
AGOO,242.0,2001-06-01
AGOR,144.0,2001-06-01
AGOU,141.0,2001-06-01
AGPK,66.0,2001-06-01
AGPL,497.0,2001-06-01
AGPM,563.0,2001-06-01
AGPP,149.0,2001-06-01
AGPS,413.0,2001-06-01
AGPV,1299.0,2001-06-01
AIVZ,62.6,2001-06-01
AIWG,62.3,2001-06-01
AIWH,77.7,2001-06-01
AIWI,76.2,2001-06-01
AIWL,80.9,2001-06-01
AIWX,71.3,2001-06-01
AIXB,39.8,2001-06-01
AIXR,25.0,2001-06-01
AIXS,9.8,2001-06-01
AIXT,11.3,2001-06-01
AIXW,12.8,2001-06-01
AIXZ,9.4,2001-06-01
AIYC,12.9,2001-06-01
AIYL,29.2,2001-06-01
AIYS,16.9,2001-06-01
AIYT,13.8,2001-06-01
AIYU,14.1,2001-06-01
AIYX,7.3,2001-06-01
AIZA,21.3,2001-06-01
AIZD,54.3,2001-06-01
JN5R,6383.0,2001-06-01
JN62,2394.0,2001-06-01
JN69,390.0,2001-06-01
JN6A,3599.0,2001-06-01
JN6B,3989.0,2001-06-01
JN6E,2046.0,2001-06-01
JN6H,1943.0,2001-06-01
LF2Q,5.1,2001-06-01
LF2S,23.5,2001-06-01
MGUQ,3993.0,2001-06-01
MGVF,528.0,2001-06-01
MGVU,1862.0,2001-06-01
MGWY,11.7,2001-06-01
YBVH,161.0,2001-06-01
YBVN,367.0,2001-06-01
YBXG,18.0,2001-06-01
YBXJ,11.0,2001-06-01
YBXM,7.0,2001-06-01
YBXV,46.0,2001-06-01
YBXY,57.0,2001-06-01
YBYB,15.5,2001-06-01
AGNH,232.0,2001-07-01
AGNI,2808.0,2001-07-01
AGNJ,3040.0,2001-07-01
AGNM,1662.0,2001-07-01
AGNP,1378.0,2001-07-01
AGNT,959.0,2001-07-01
AGOJ,77.0,2001-07-01
AGOK,313.0,2001-07-01
AGOL,390.0,2001-07-01
AGOO,254.0,2001-07-01
AGOR,136.0,2001-07-01
AGOU,150.0,2001-07-01
AGPK,57.0,2001-07-01
AGPL,490.0,2001-07-01
AGPM,547.0,2001-07-01
AGPP,131.0,2001-07-01
AGPS,416.0,2001-07-01
AGPV,1305.0,2001-07-01
AIVZ,62.6,2001-07-01
AIWG,63.3,2001-07-01
AIWH,77.8,2001-07-01
AIWI,76.4,2001-07-01
AIWL,81.2,2001-07-01
AIWX,71.4,2001-07-01
AIXB,39.7,2001-07-01
AIXR,25.0,2001-07-01
AIXS,10.0,2001-07-01
AIXT,11.4,2001-07-01
AIXW,13.3,2001-07-01
AIXZ,9.0,2001-07-01
AIYC,13.6,2001-07-01
AIYL,29.0,2001-07-01
AIYS,15.6,2001-07-01
AIYT,13.6,2001-07-01
AIYU,13.8,2001-07-01
AIYX,6.4,2001-07-01
AIZA,21.6,2001-07-01
AIZD,54.1,2001-07-01
JN5R,6391.0,2001-07-01
JN62,2414.0,2001-07-01
JN69,366.0,2001-07-01
JN6A,3611.0,2001-07-01
JN6B,3977.0,2001-07-01
JN6E,2047.0,2001-07-01
JN6H,1930.0,2001-07-01
LF2Q,5.1,2001-07-01
LF2S,23.5,2001-07-01
MGUQ,3998.0,2001-07-01
MGVF,540.0,2001-07-01
MGVU,1852.0,2001-07-01
MGWY,11.9,2001-07-01
YBVH,162.0,2001-07-01
YBVN,378.0,2001-07-01
YBXG,16.0,2001-07-01
YBXJ,11.0,2001-07-01
YBXM,6.6,2001-07-01
YBXV,49.0,2001-07-01
YBXY,58.0,2001-07-01
YBYB,15.4,2001-07-01
AGNH,248.0,2001-08-01
AGNI,2783.0,2001-08-01
AGNJ,3030.0,2001-08-01
AGNM,1651.0,2001-08-01
AGNP,1380.0,2001-08-01
AGNT,962.0,2001-08-01
AGOJ,81.0,2001-08-01
AGOK,311.0,2001-08-01
AGOL,392.0,2001-08-01
AGOO,255.0,2001-08-01
AGOR,137.0,2001-08-01
AGOU,150.0,2001-08-01
AGPK,57.0,2001-08-01
AGPL,513.0,2001-08-01
AGPM,569.0,2001-08-01
AGPP,140.0,2001-08-01
AGPS,430.0,2001-08-01
AGPV,1299.0,2001-08-01
AIVZ,62.4,2001-08-01
AIWG,64.3,2001-08-01
AIWH,77.2,2001-08-01
AIWI,75.9,2001-08-01
AIWL,80.7,2001-08-01
AIWX,70.9,2001-08-01
AIXB,39.9,2001-08-01
AIXR,24.6,2001-08-01
AIXS,10.0,2001-08-01
AIXT,11.4,2001-08-01
AIXW,13.4,2001-08-01
AIXZ,9.0,2001-08-01
AIYC,13.4,2001-08-01
AIYL,29.2,2001-08-01
AIYS,14.7,2001-08-01
AIYT,14.2,2001-08-01
AIYU,14.3,2001-08-01
AIYX,6.8,2001-08-01
AIZA,22.1,2001-08-01
AIZD,53.9,2001-08-01
JN5R,6403.0,2001-08-01
JN62,2411.0,2001-08-01
JN69,385.0,2001-08-01
JN6A,3606.0,2001-08-01
JN6B,3991.0,2001-08-01
JN6E,2045.0,2001-08-01
JN6H,1946.0,2001-08-01
LF2Q,5.1,2001-08-01
LF2S,23.5,2001-08-01
MGUQ,3993.0,2001-08-01
MGVF,541.0,2001-08-01
MGVU,1869.0,2001-08-01
MGWY,11.9,2001-08-01
YBVH,164.0,2001-08-01
YBVN,377.0,2001-08-01
YBXG,21.0,2001-08-01
YBXJ,9.0,2001-08-01
YBXM,5.5,2001-08-01
YBXV,48.0,2001-08-01
YBXY,58.0,2001-08-01
YBYB,15.4,2001-08-01
AGNH,251.0,2001-09-01
AGNI,2800.0,2001-09-01
AGNJ,3051.0,2001-09-01
AGNM,1646.0,2001-09-01
AGNP,1405.0,2001-09-01
AGNT,960.0,2001-09-01
AGOJ,80.0,2001-09-01
AGOK,324.0,2001-09-01
AGOL,404.0,2001-09-01
AGOO,261.0,2001-09-01
AGOR,143.0,2001-09-01
AGOU,145.0,2001-09-01
AGPK,58.0,2001-09-01
AGPL,506.0,2001-09-01
AGPM,564.0,2001-09-01
AGPP,137.0,2001-09-01
AGPS,427.0,2001-09-01
AGPV,1289.0,2001-09-01
AIVZ,62.5,2001-09-01
AIWG,64.4,2001-09-01
AIWH,77.1,2001-09-01
AIWI,75.9,2001-09-01
AIWL,80.5,2001-09-01
AIWX,71.1,2001-09-01
AIXB,40.1,2001-09-01
AIXR,24.2,2001-09-01
AIXS,10.4,2001-09-01
AIXT,11.7,2001-09-01
AIXW,13.7,2001-09-01
AIXZ,9.2,2001-09-01
AIYC,13.2,2001-09-01
AIYL,28.9,2001-09-01
AIYS,15.0,2001-09-01
AIYT,13.9,2001-09-01
AIYU,14.0,2001-09-01
AIYX,6.7,2001-09-01
AIZA,21.6,2001-09-01
AIZD,53.8,2001-09-01
JN5R,6414.0,2001-09-01
JN62,2395.0,2001-09-01
JN69,389.0,2001-09-01
JN6A,3630.0,2001-09-01
JN6B,4020.0,2001-09-01
JN6E,2044.0,2001-09-01
JN6H,1975.0,2001-09-01
LF2Q,5.1,2001-09-01
LF2S,23.5,2001-09-01
MGUQ,4012.0,2001-09-01
MGVF,550.0,2001-09-01
MGVU,1853.0,2001-09-01
MGWY,12.1,2001-09-01
YBVH,163.0,2001-09-01
YBVN,387.0,2001-09-01
YBXG,22.0,2001-09-01
YBXJ,8.0,2001-09-01
YBXM,4.9,2001-09-01
YBXV,51.0,2001-09-01
YBXY,52.0,2001-09-01
YBYB,13.3,2001-09-01
AGNH,259.0,2001-10-01
AGNI,2826.0,2001-10-01
AGNJ,3085.0,2001-10-01
AGNM,1659.0,2001-10-01
AGNP,1425.0,2001-10-01
AGNT,943.0,2001-10-01
AGOJ,85.0,2001-10-01
AGOK,338.0,2001-10-01
AGOL,423.0,2001-10-01
AGOO,264.0,2001-10-01
AGOR,159.0,2001-10-01
AGOU,137.0,2001-10-01
AGPK,64.0,2001-10-01
AGPL,501.0,2001-10-01
AGPM,565.0,2001-10-01
AGPP,151.0,2001-10-01
AGPS,415.0,2001-10-01
AGPV,1273.0,2001-10-01
AIVZ,62.7,2001-10-01
AIWG,63.4,2001-10-01
AIWH,77.1,2001-10-01
AIWI,75.7,2001-10-01
AIWL,80.0,2001-10-01
AIWX,71.3,2001-10-01
AIXB,40.1,2001-10-01
AIXR,24.8,2001-10-01
AIXS,10.7,2001-10-01
AIXT,12.1,2001-10-01
AIXW,13.7,2001-10-01
AIXZ,10.0,2001-10-01
AIYC,12.7,2001-10-01
AIYL,28.6,2001-10-01
AIYS,15.7,2001-10-01
AIYT,13.7,2001-10-01
AIYU,13.9,2001-10-01
AIYX,7.3,2001-10-01
AIZA,20.7,2001-10-01
AIZD,54.1,2001-10-01
JN5R,6426.0,2001-10-01
JN62,2353.0,2001-10-01
JN69,409.0,2001-10-01
JN6A,3664.0,2001-10-01
JN6B,4073.0,2001-10-01
JN6E,2074.0,2001-10-01
JN6H,1999.0,2001-10-01
LF2Q,5.2,2001-10-01
LF2S,23.4,2001-10-01
MGUQ,4027.0,2001-10-01
MGVF,560.0,2001-10-01
MGVU,1839.0,2001-10-01
MGWY,12.2,2001-10-01
YBVH,163.0,2001-10-01
YBVN,397.0,2001-10-01
YBXG,23.0,2001-10-01
YBXJ,11.0,2001-10-01
YBXM,6.7,2001-10-01
YBXV,48.0,2001-10-01
YBXY,50.0,2001-10-01
YBYB,12.6,2001-10-01
AGNH,260.0,2001-11-01
AGNI,2817.0,2001-11-01
AGNJ,3077.0,2001-11-01
AGNM,1646.0,2001-11-01
AGNP,1431.0,2001-11-01
AGNT,951.0,2001-11-01
AGOJ,84.0,2001-11-01
AGOK,350.0,2001-11-01
AGOL,434.0,2001-11-01
AGOO,269.0,2001-11-01
AGOR,165.0,2001-11-01
AGOU,134.0,2001-11-01
AGPK,66.0,2001-11-01
AGPL,489.0,2001-11-01
AGPM,555.0,2001-11-01
AGPP,150.0,2001-11-01
AGPS,405.0,2001-11-01
AGPV,1287.0,2001-11-01
AIVZ,62.6,2001-11-01
AIWG,63.4,2001-11-01
AIWH,77.0,2001-11-01
AIWI,75.7,2001-11-01
AIWL,79.7,2001-11-01
AIWX,71.5,2001-11-01
AIXB,40.1,2001-11-01
AIXR,24.4,2001-11-01
AIXS,11.1,2001-11-01
AIXT,12.4,2001-11-01
AIXW,14.0,2001-11-01
AIXZ,10.3,2001-11-01
AIYC,12.3,2001-11-01
AIYL,28.6,2001-11-01
AIYS,16.1,2001-11-01
AIYT,13.4,2001-11-01
AIYU,13.7,2001-11-01
AIYX,7.3,2001-11-01
AIZA,20.2,2001-11-01
AIZD,54.3,2001-11-01
JN5R,6438.0,2001-11-01
JN62,2372.0,2001-11-01
JN69,410.0,2001-11-01
JN6A,3657.0,2001-11-01
JN6B,4066.0,2001-11-01
JN6E,2065.0,2001-11-01
JN6H,2001.0,2001-11-01
LF2Q,5.2,2001-11-01
LF2S,23.4,2001-11-01
MGUQ,4028.0,2001-11-01
MGVF,568.0,2001-11-01
MGVU,1842.0,2001-11-01
MGWY,12.4,2001-11-01
YBVH,159.0,2001-11-01
YBVN,409.0,2001-11-01
YBXG,19.0,2001-11-01
YBXJ,12.0,2001-11-01
YBXM,7.3,2001-11-01
YBXV,54.0,2001-11-01
YBXY,53.0,2001-11-01
YBYB,12.9,2001-11-01
AGNH,254.0,2001-12-01
AGNI,2838.0,2001-12-01
AGNJ,3092.0,2001-12-01
AGNM,1655.0,2001-12-01
AGNP,1437.0,2001-12-01
AGNT,932.0,2001-12-01
AGOJ,82.0,2001-12-01
AGOK,345.0,2001-12-01
AGOL,427.0,2001-12-01
AGOO,265.0,2001-12-01
AGOR,162.0,2001-12-01
AGOU,134.0,2001-12-01
AGPK,70.0,2001-12-01
AGPL,496.0,2001-12-01
AGPM,566.0,2001-12-01
AGPP,157.0,2001-12-01
AGPS,409.0,2001-12-01
AGPV,1299.0,2001-12-01
AIVZ,62.4,2001-12-01
AIWG,62.6,2001-12-01
AIWH,77.1,2001-12-01
AIWI,75.7,2001-12-01
AIWL,79.7,2001-12-01
AIWX,71.6,2001-12-01
AIXB,39.4,2001-12-01
AIXR,24.3,2001-12-01
AIXS,10.8,2001-12-01
AIXT,12.1,2001-12-01
AIXW,13.8,2001-12-01
AIXZ,10.1,2001-12-01
AIYC,12.6,2001-12-01
AIYL,28.9,2001-12-01
AIYS,17.3,2001-12-01
AIYT,13.5,2001-12-01
AIYU,13.9,2001-12-01
AIYX,7.5,2001-12-01
AIZA,20.4,2001-12-01
AIZD,54.9,2001-12-01
JN5R,6450.0,2001-12-01
JN62,2365.0,2001-12-01
JN69,406.0,2001-12-01
JN6A,3679.0,2001-12-01
JN6B,4085.0,2001-12-01
JN6E,2077.0,2001-12-01
JN6H,2008.0,2001-12-01
LF2Q,5.2,2001-12-01
LF2S,23.5,2001-12-01
MGUQ,4024.0,2001-12-01
MGVF,561.0,2001-12-01
MGVU,1865.0,2001-12-01
MGWY,12.2,2001-12-01
YBVH,155.0,2001-12-01
YBVN,406.0,2001-12-01
YBXG,19.0,2001-12-01
YBXJ,14.0,2001-12-01
YBXM,9.1,2001-12-01
YBXV,57.0,2001-12-01
YBXY,52.0,2001-12-01
YBYB,12.8,2001-12-01
AGNH,243.0,2002-01-01
AGNI,2835.0,2002-01-01
AGNJ,3078.0,2002-01-01
AGNM,1646.0,2002-01-01
AGNP,1432.0,2002-01-01
AGNT,945.0,2002-01-01
AGOJ,85.0,2002-01-01
AGOK,341.0,2002-01-01
AGOL,426.0,2002-01-01
AGOO,265.0,2002-01-01
AGOR,162.0,2002-01-01
AGOU,126.0,2002-01-01
AGPK,71.0,2002-01-01
AGPL,504.0,2002-01-01
AGPM,575.0,2002-01-01
AGPP,166.0,2002-01-01
AGPS,409.0,2002-01-01
AGPV,1311.0,2002-01-01
AIVZ,62.3,2002-01-01
AIWG,61.0,2002-01-01
AIWH,77.0,2002-01-01
AIWI,75.5,2002-01-01
AIWL,79.3,2002-01-01
AIWX,71.5,2002-01-01
AIXB,39.7,2002-01-01
AIXR,25.9,2002-01-01
AIXS,10.7,2002-01-01
AIXT,12.2,2002-01-01
AIXW,13.8,2002-01-01
AIXZ,10.1,2002-01-01
AIYC,11.8,2002-01-01
AIYL,29.2,2002-01-01
AIYS,17.8,2002-01-01
AIYT,13.7,2002-01-01
AIYU,14.1,2002-01-01
AIYX,8.0,2002-01-01
AIZA,20.4,2002-01-01
AIZD,55.0,2002-01-01
JN5R,6462.0,2002-01-01
JN62,2383.0,2002-01-01
JN69,399.0,2002-01-01
JN6A,3680.0,2002-01-01
JN6B,4079.0,2002-01-01
JN6E,2076.0,2002-01-01
JN6H,2003.0,2002-01-01
LF2Q,5.2,2002-01-01
LF2S,23.6,2002-01-01
MGUQ,4023.0,2002-01-01
MGVF,552.0,2002-01-01
MGVU,1886.0,2002-01-01
MGWY,12.1,2002-01-01
YBVH,152.0,2002-01-01
YBVN,400.0,2002-01-01
YBXG,16.0,2002-01-01
YBXJ,11.0,2002-01-01
YBXM,7.4,2002-01-01
YBXV,57.0,2002-01-01
YBXY,52.0,2002-01-01
YBYB,12.9,2002-01-01
AGNH,234.0,2002-02-01
AGNI,2843.0,2002-02-01
AGNJ,3077.0,2002-02-01
AGNM,1649.0,2002-02-01
AGNP,1429.0,2002-02-01
AGNT,942.0,2002-02-01
AGOJ,85.0,2002-02-01
AGOK,348.0,2002-02-01
AGOL,433.0,2002-02-01
AGOO,269.0,2002-02-01
AGOR,164.0,2002-02-01
AGOU,128.0,2002-02-01
AGPK,74.0,2002-02-01
AGPL,510.0,2002-02-01
AGPM,584.0,2002-02-01
AGPP,165.0,2002-02-01
AGPS,419.0,2002-02-01
AGPV,1308.0,2002-02-01
AIVZ,62.1,2002-02-01
AIWG,59.6,2002-02-01
AIWH,76.8,2002-02-01
AIWI,75.2,2002-02-01
AIWL,79.2,2002-02-01
AIWX,71.0,2002-02-01
AIXB,39.6,2002-02-01
AIXR,26.6,2002-02-01
AIXS,10.9,2002-02-01
AIXT,12.3,2002-02-01
AIXW,14.0,2002-02-01
AIXZ,10.3,2002-02-01
AIYC,12.0,2002-02-01
AIYL,29.2,2002-02-01
AIYS,18.9,2002-02-01
AIYT,13.8,2002-02-01
AIYU,14.3,2002-02-01
AIYX,7.9,2002-02-01
AIZA,20.8,2002-02-01
AIZD,55.0,2002-02-01
JN5R,6473.0,2002-02-01
JN62,2379.0,2002-02-01
JN69,393.0,2002-02-01
JN6A,3702.0,2002-02-01
JN6B,4095.0,2002-02-01
JN6E,2083.0,2002-02-01
JN6H,2012.0,2002-02-01
LF2Q,5.2,2002-02-01
LF2S,23.6,2002-02-01
MGUQ,4019.0,2002-02-01
MGVF,562.0,2002-02-01
MGVU,1892.0,2002-02-01
MGWY,12.3,2002-02-01
YBVH,155.0,2002-02-01
YBVN,406.0,2002-02-01
YBXG,16.0,2002-02-01
YBXJ,10.0,2002-02-01
YBXM,6.6,2002-02-01
YBXV,63.0,2002-02-01
YBXY,46.0,2002-02-01
YBYB,11.4,2002-02-01
AGNH,231.0,2002-03-01
AGNI,2860.0,2002-03-01
AGNJ,3091.0,2002-03-01
AGNM,1654.0,2002-03-01
AGNP,1437.0,2002-03-01
AGNT,959.0,2002-03-01
AGOJ,87.0,2002-03-01
AGOK,341.0,2002-03-01
AGOL,428.0,2002-03-01
AGOO,266.0,2002-03-01
AGOR,162.0,2002-03-01
AGOU,128.0,2002-03-01
AGPK,71.0,2002-03-01
AGPL,502.0,2002-03-01
AGPM,572.0,2002-03-01
AGPP,168.0,2002-03-01
AGPS,404.0,2002-03-01
AGPV,1307.0,2002-03-01
AIVZ,62.4,2002-03-01
AIWG,59.4,2002-03-01
AIWH,77.2,2002-03-01
AIWI,75.6,2002-03-01
AIWL,79.2,2002-03-01
AIWX,71.7,2002-03-01
AIXB,40.1,2002-03-01
AIXR,27.4,2002-03-01
AIXS,10.7,2002-03-01
AIXT,12.2,2002-03-01
AIXW,13.8,2002-03-01
AIXZ,10.1,2002-03-01
AIYC,11.8,2002-03-01
AIYL,29.0,2002-03-01
AIYS,18.3,2002-03-01
AIYT,13.5,2002-03-01
AIYU,14.0,2002-03-01
AIYX,8.1,2002-03-01
AIZA,20.2,2002-03-01
AIZD,54.6,2002-03-01
JN5R,6485.0,2002-03-01
JN62,2394.0,2002-03-01
JN69,388.0,2002-03-01
JN6A,3703.0,2002-03-01
JN6B,4091.0,2002-03-01
JN6E,2087.0,2002-03-01
JN6H,2004.0,2002-03-01
LF2Q,5.2,2002-03-01
LF2S,23.4,2002-03-01
MGUQ,4050.0,2002-03-01
MGVF,556.0,2002-03-01
MGVU,1879.0,2002-03-01
MGWY,12.1,2002-03-01
YBVH,158.0,2002-03-01
YBVN,399.0,2002-03-01
YBXG,17.0,2002-03-01
YBXJ,11.0,2002-03-01
YBXM,7.0,2002-03-01
YBXV,65.0,2002-03-01
YBXY,46.0,2002-03-01
YBYB,11.5,2002-03-01
AGNH,230.0,2002-04-01
AGNI,2869.0,2002-04-01
AGNJ,3099.0,2002-04-01
AGNM,1653.0,2002-04-01
AGNP,1446.0,2002-04-01
AGNT,954.0,2002-04-01
AGOJ,84.0,2002-04-01
AGOK,335.0,2002-04-01
AGOL,420.0,2002-04-01
AGOO,265.0,2002-04-01
AGOR,155.0,2002-04-01
AGOU,138.0,2002-04-01
AGPK,71.0,2002-04-01
AGPL,518.0,2002-04-01
AGPM,589.0,2002-04-01
AGPP,168.0,2002-04-01
AGPS,421.0,2002-04-01
AGPV,1297.0,2002-04-01
AIVZ,62.4,2002-04-01
AIWG,59.7,2002-04-01
AIWH,77.1,2002-04-01
AIWI,75.4,2002-04-01
AIWL,79.2,2002-04-01
AIWX,71.5,2002-04-01
AIXB,39.9,2002-04-01
AIXR,26.8,2002-04-01
AIXS,10.5,2002-04-01
AIXT,11.9,2002-04-01
AIXW,13.8,2002-04-01
AIXZ,9.7,2002-04-01
AIYC,12.6,2002-04-01
AIYL,29.0,2002-04-01
AIYS,18.5,2002-04-01
AIYT,13.9,2002-04-01
AIYU,14.3,2002-04-01
AIYX,8.1,2002-04-01
AIZA,20.8,2002-04-01
AIZD,54.3,2002-04-01
JN5R,6497.0,2002-04-01
JN62,2389.0,2002-04-01
JN69,386.0,2002-04-01
JN6A,3723.0,2002-04-01
JN6B,4109.0,2002-04-01
JN6E,2086.0,2002-04-01
JN6H,2022.0,2002-04-01
LF2Q,5.3,2002-04-01
LF2S,23.3,2002-04-01
MGUQ,4053.0,2002-04-01
MGVF,558.0,2002-04-01
MGVU,1886.0,2002-04-01
MGWY,12.1,2002-04-01
YBVH,163.0,2002-04-01
YBVN,395.0,2002-04-01
YBXG,21.0,2002-04-01
YBXJ,10.0,2002-04-01
YBXM,6.2,2002-04-01
YBXV,70.0,2002-04-01
YBXY,44.0,2002-04-01
YBYB,11.2,2002-04-01
AGNH,225.0,2002-05-01
AGNI,2867.0,2002-05-01
AGNJ,3093.0,2002-05-01
AGNM,1648.0,2002-05-01
AGNP,1444.0,2002-05-01
AGNT,953.0,2002-05-01
AGOJ,87.0,2002-05-01
AGOK,329.0,2002-05-01
AGOL,416.0,2002-05-01
AGOO,265.0,2002-05-01
AGOR,151.0,2002-05-01
AGOU,133.0,2002-05-01
AGPK,70.0,2002-05-01
AGPL,534.0,2002-05-01
AGPM,604.0,2002-05-01
AGPP,174.0,2002-05-01
AGPS,429.0,2002-05-01
AGPV,1310.0,2002-05-01
AIVZ,62.2,2002-05-01
AIWG,59.0,2002-05-01
AIWH,76.9,2002-05-01
AIWI,75.2,2002-05-01
AIWL,79.0,2002-05-01
AIWX,71.3,2002-05-01
AIXB,39.8,2002-05-01
AIXR,27.8,2002-05-01
AIXS,10.3,2002-05-01
AIXT,11.9,2002-05-01
AIXW,13.8,2002-05-01
AIXZ,9.5,2002-05-01
AIYC,12.2,2002-05-01
AIYL,29.4,2002-05-01
AIYS,18.3,2002-05-01
AIYT,14.3,2002-05-01
AIYU,14.7,2002-05-01
AIYX,8.4,2002-05-01
AIZA,21.2,2002-05-01
AIZD,54.7,2002-05-01
JN5R,6509.0,2002-05-01
JN62,2397.0,2002-05-01
JN69,382.0,2002-05-01
JN6A,3730.0,2002-05-01
JN6B,4112.0,2002-05-01
JN6E,2088.0,2002-05-01
JN6H,2025.0,2002-05-01
LF2Q,5.2,2002-05-01
LF2S,23.3,2002-05-01
MGUQ,4046.0,2002-05-01
MGVF,549.0,2002-05-01
MGVU,1914.0,2002-05-01
MGWY,11.9,2002-05-01
YBVH,161.0,2002-05-01
YBVN,388.0,2002-05-01
YBXG,21.0,2002-05-01
YBXJ,10.0,2002-05-01
YBXM,6.1,2002-05-01
YBXV,57.0,2002-05-01
YBXY,44.0,2002-05-01
YBYB,11.3,2002-05-01
AGNH,231.0,2002-06-01
AGNI,2846.0,2002-06-01
AGNJ,3077.0,2002-06-01
